time, 0.0000000000e+00, 1.5873015873e-02, 3.1746031746e-02, 4.7619047619e-02, 6.3492063492e-02, 7.9365079365e-02, 9.5238095238e-02, 1.1111111111e-01, 1.2698412698e-01, 1.4285714286e-01, 1.5873015873e-01, 1.7460317460e-01, 1.9047619048e-01, 2.0634920635e-01, 2.2222222222e-01, 2.3809523810e-01, 2.5396825397e-01, 2.6984126984e-01, 2.8571428571e-01, 3.0158730159e-01, 3.1746031746e-01, 3.3333333333e-01, 3.4920634921e-01, 3.6507936508e-01, 3.8095238095e-01, 3.9682539683e-01, 4.1269841270e-01, 4.2857142857e-01, 4.4444444444e-01, 4.6031746032e-01, 4.7619047619e-01, 4.9206349206e-01, 5.0793650794e-01, 5.2380952381e-01, 5.3968253968e-01, 5.5555555556e-01, 5.7142857143e-01, 5.8730158730e-01, 6.0317460317e-01, 6.1904761905e-01, 6.3492063492e-01, 6.5079365079e-01, 6.6666666667e-01, 6.8253968254e-01, 6.9841269841e-01, 7.1428571429e-01, 7.3015873016e-01, 7.4603174603e-01, 7.6190476190e-01, 7.7777777778e-01, 7.9365079365e-01, 8.0952380952e-01, 8.2539682540e-01, 8.4126984127e-01, 8.5714285714e-01, 8.7301587302e-01, 8.8888888889e-01, 9.0476190476e-01, 9.2063492063e-01, 9.3650793651e-01, 9.5238095238e-01, 9.6825396825e-01, 9.8412698413e-01, 1.0000000000e+00, 
0.0000000000e+00, 0.0000000000e+00, 9.7115529623e-01, 1.7917807775e+00, 2.3423553377e+00, 2.5582464502e+00, 2.4410341307e+00, 2.0548439270e+00, 1.5088130135e+00, 9.3008071680e-01, 4.3388373912e-01, 9.7923871538e-02, -5.2971109720e-02, -4.8466175758e-02, 3.9408608808e-02, 1.1878234923e-01, 1.0498810264e-01, -5.4810476242e-02, -3.6569314062e-01, -7.8183148247e-01, -1.2169703540e+00, -1.5659715808e+00, -1.7320508076e+00, -1.6528613538e+00, -1.3187909573e+00, -7.7869237278e-01, -1.3131834490e-01, 4.9576678464e-01, 9.7492791218e-01, 1.2080455471e+00, 1.1498461053e+00, 8.1930130248e-01, 2.9623181727e-01, -2.9623181727e-01, -8.1930130248e-01, -1.1498461053e+00, -1.2080455471e+00, -9.7492791218e-01, -4.9576678464e-01, 1.3131834490e-01, 7.7869237278e-01, 1.3187909573e+00, 1.6528613538e+00, 1.7320508076e+00, 1.5659715808e+00, 1.2169703540e+00, 7.8183148247e-01, 3.6569314062e-01, 5.4810476242e-02, -1.0498810264e-01, -1.1878234923e-01, -3.9408608808e-02, 4.8466175758e-02, 5.2971109720e-02, -9.7923871538e-02, -4.3388373912e-01, -9.3008071680e-01, -1.5088130135e+00, -2.0548439270e+00, -2.4410341307e+00, -2.5582464502e+00, -2.3423553377e+00, -1.7917807775e+00, -9.7115529623e-01, -2.4492935983e-15, 
4.0000000000e-04, 1.5418061483e-03, 9.4899108796e-01, 1.7603952322e+00, 2.3192027738e+00, 2.5545368123e+00, 2.4560902679e+00, 2.0787263320e+00, 1.5301440196e+00, 9.4280886435e-01, 4.3868747903e-01, 9.8818381918e-02, -5.2822102800e-02, -4.8277403908e-02, 3.9312065551e-02, 1.1853628568e-01, 1.0498594345e-01, -5.5375395451e-02, -3.6921016363e-01, -7.9024764481e-01, -1.2288574701e+00, -1.5758443508e+00, -1.7335576875e+00, -1.6438501332e+00, -1.3039380055e+00, -7.6687114637e-01, -1.2924182123e-01, 4.8862159461e-01, 9.6578759590e-01, 1.2049205569e+00, 1.1550458801e+00, 8.2780767825e-01, 3.0028539780e-01, -3.0028539780e-01, -8.2780767825e-01, -1.1550458801e+00, -1.2049205569e+00, -9.6578759590e-01, -4.8862159461e-01, 1.2924182123e-01, 7.6687114637e-01, 1.3039380055e+00, 1.6438501332e+00, 1.7335576875e+00, 1.5758443508e+00, 1.2288574701e+00, 7.9024764481e-01, 3.6921016363e-01, 5.5375395451e-02, -1.0498594345e-01, -1.1853628568e-01, -3.9312065551e-02, 4.8277403908e-02, 5.2822102800e-02, -9.8818381918e-02, -4.3868747903e-01, -9.4280886435e-01, -1.5301440196e+00, -2.0787263320e+00, -2.4560902679e+00, -2.5545368123e+00, -2.3192027738e+00, -1.7603952322e+00, -9.4899108796e-01, 1.5418061483e-03, 
8.0000000000e-04, 3.0257358477e-03, 9.2774398625e-01, 1.7296015719e+00, 2.2954828578e+00, 2.5496008821e+00, 2.4703722406e+00, 2.1027068452e+00, 1.5519827738e+00, 9.5590681429e-01, 4.4361337148e-01, 9.9729197951e-02, -5.2672044052e-02, -4.8089517249e-02, 3.9216156718e-02, 1.1829090910e-01, 1.0498292066e-01, -5.5949910709e-02, -3.7279901968e-01, -7.9883515433e-01, -1.2408758779e+00, -1.5855650054e+00, -1.7346503207e+00, -1.6345544057e+00, -1.2892165722e+00, -7.5536090172e-01, -1.2722869827e-01, 4.8165653014e-01, 9.5669310722e-01, 1.2015884093e+00, 1.1600938795e+00, 8.3640518110e-01, 3.0443767444e-01, -3.0443767444e-01, -8.3640518110e-01, -1.1600938795e+00, -1.2015884093e+00, -9.5669310722e-01, -4.8165653014e-01, 1.2722869827e-01, 7.5536090172e-01, 1.2892165722e+00, 1.6345544057e+00, 1.7346503207e+00, 1.5855650054e+00, 1.2408758779e+00, 7.9883515433e-01, 3.7279901968e-01, 5.5949910709e-02, -1.0498292066e-01, -1.1829090910e-01, -3.9216156718e-02, 4.8089517249e-02, 5.2672044052e-02, -9.9729197951e-02, -4.4361337148e-01, -9.5590681429e-01, -1.5519827738e+00, -2.1027068452e+00, -2.4703722406e+00, -2.5496008821e+00, -2.2954828578e+00, -1.7296015719e+00, -9.2770221907e-01, 3.0257358477e-03, 
1.2000000000e-03, 4.4549458994e-03, 9.0736599626e-01, 1.6994198304e+00, 2.2712709935e+00, 2.5434533445e+00, 2.4838246507e+00, 2.1267481294e+00, 1.5743364282e+00, 9.6938950051e-01, 4.4866636721e-01, 1.0065682250e-01, -5.2520919136e-02, -4.7902508355e-02, 3.9120876816e-02, 1.1804621917e-01, 1.0497903457e-01, -5.6534264788e-02, -3.7646189582e-01, -8.0759803714e-01, -1.2530218721e+00, -1.5951191494e+00, -1.7353254620e+00, -1.6249911799e+00, -1.2746355487e+00, -7.4415195367e-01, -1.2527621488e-01, 4.7486584903e-01, 9.4764943622e-01, 1.1980542463e+00, 1.1649838181e+00, 8.4509202623e-01, 3.0869175143e-01, -3.0869175143e-01, -8.4509202623e-01, -1.1649838181e+00, -1.1980542463e+00, -9.4764943622e-01, -4.7486584903e-01, 1.2527621488e-01, 7.4415195367e-01, 1.2746355487e+00, 1.6249911799e+00, 1.7353254620e+00, 1.5951191494e+00, 1.2530218721e+00, 8.0759803714e-01, 3.7646189582e-01, 5.6534264788e-02, -1.0497903457e-01, -1.1804621917e-01, -3.9120876816e-02, 4.7902508355e-02, 5.2520919136e-02, -1.0065682250e-01, -4.4866636721e-01, -9.6938950051e-01, -1.5743364282e+00, -2.1267481294e+00, -2.4838246507e+00, -2.5434533445e+00, -2.2712709935e+00, -1.6994188538e+00, -9.0724492708e-01, 4.4549458994e-03, 
1.6000000000e-03, 5.8323747327e-03, 8.8781178523e-01, 1.6698653619e+00, 2.2466406759e+00, 2.5361147454e+00, 2.4963937084e+00, 2.1508095952e+00, 1.5972111286e+00, 9.8327249470e-01, 4.5385168360e-01, 1.0160178126e-01, -5.2368713119e-02, -4.7716369831e-02, 3.9026220411e-02, 1.1780221557e-01, 1.0497428538e-01, -5.7128709035e-02, -3.8020106129e-01, -8.1654036255e-01, -1.2652912737e+00, -1.6044922066e+00, -1.7355808587e+00, -1.6151775472e+00, -1.2602029403e+00, -7.3323486758e-01, -1.2338176087e-01, 4.6824400825e-01, 9.3866124130e-01, 1.1943234334e+00, 1.1697095210e+00, 8.5386623190e-01, 3.1305084300e-01, -3.1305084300e-01, -8.5386623190e-01, -1.1697095210e+00, -1.1943234334e+00, -9.3866124130e-01, -4.6824400825e-01, 1.2338176087e-01, 7.3323486758e-01, 1.2602029403e+00, 1.6151775472e+00, 1.7355808587e+00, 1.6044922066e+00, 1.2652912737e+00, 8.1654036255e-01, 3.8020106129e-01, 5.7128709035e-02, -1.0497428538e-01, -1.1780221557e-01, -3.9026220411e-02, 4.7716369831e-02, 5.2368713119e-02, -1.0160178126e-01, -4.5385168360e-01, -9.8327249470e-01, -1.5972111286e+00, -2.1508095952e+00, -2.4963937084e+00, -2.5361147454e+00, -2.2466406464e+00, -1.6698616206e+00, -8.8757769884e-01, 5.8323747327e-03, 
2.0000000000e-03, 7.1607600644e-03, 8.6903855696e-01, 1.6409492898e+00, 2.2216630526e+00, 2.5276112457e+00, 2.5080277244e+00, 2.1748473802e+00, 1.6206118535e+00, 9.9757202226e-01, 4.5917482163e-01, 1.0256462411e-01, -5.2215410454e-02, -4.7531094321e-02, 3.8932182128e-02, 1.1755889794e-01, 1.0496867322e-01, -5.7733503747e-02, -3.8401887077e-01, -8.2566623694e-01, -1.2776794084e+00, -1.6136694648e+00, -1.7354152605e+00, -1.6051306131e+00, -1.2459259063e+00, -7.2260046202e-01, -1.2154286729e-01, 4.6178565715e-01, 9.2973285926e-01, 1.1904015427e+00, 1.1742649392e+00, 8.6272561235e-01, 3.1751827759e-01, -3.1751827759e-01, -8.6272561235e-01, -1.1742649392e+00, -1.1904015427e+00, -9.2973285926e-01, -4.6178565715e-01, 1.2154286729e-01, 7.2260046202e-01, 1.2459259063e+00, 1.6051306131e+00, 1.7354152605e+00, 1.6136694648e+00, 1.2776794084e+00, 8.2566623694e-01, 3.8401887077e-01, 5.7733503747e-02, -1.0496867322e-01, -1.1755889794e-01, -3.8932182128e-02, 4.7531094321e-02, 5.2215410454e-02, -1.0256462411e-01, -4.5917482163e-01, -9.9757202226e-01, -1.6206118535e+00, -2.1748473802e+00, -2.5080277244e+00, -2.5276112447e+00, -2.2216629117e+00, -1.6409403281e+00, -8.6866118634e-01, 7.1607600644e-03, 
2.4000000000e-03, 8.4426549782e-03, 8.5100592740e-01, 1.6126789341e+00, 2.1964065470e+00, 2.5179743176e+00, 2.5186776017e+00, 2.1988143584e+00, 1.6445422404e+00, 1.0123049762e+00, 4.6464158394e-01, 1.0354592657e-01, -5.2060994951e-02, -4.7346674499e-02, 3.8838756652e-02, 1.1731626590e-01, 1.0496219814e-01, -5.8348918568e-02, -3.8791776781e-01, -8.3497979690e-01, -1.2901810854e+00, -1.6226361237e+00, -1.7348284244e+00, -1.5948674309e+00, -1.2318108018e+00, -7.1223981020e-01, -1.1975719753e-01, 4.5548563071e-01, 9.2086831544e-01, 1.1862943355e+00, 1.1786441651e+00, 8.7166777085e-01, 3.2209750220e-01, -3.2209750220e-01, -8.7166777085e-01, -1.1786441651e+00, -1.1862943355e+00, -9.2086831544e-01, -4.5548563071e-01, 1.1975719753e-01, 7.1223981020e-01, 1.2318108018e+00, 1.5948674309e+00, 1.7348284244e+00, 1.6226361237e+00, 1.2901810854e+00, 8.3497979690e-01, 3.8791776781e-01, 5.8348918568e-02, -1.0496219814e-01, -1.1731626590e-01, -3.8838756652e-02, 4.7346674499e-02, 5.2060994951e-02, -1.0354592657e-01, -4.6464158394e-01, -1.0123049762e+00, -1.6445422404e+00, -2.1988143584e+00, -2.5186776016e+00, -2.5179743119e+00, -2.1964061430e+00, -1.6126617547e+00, -8.5045811956e-01, 8.4426549782e-03, 
2.8000000000e-03, 9.6804425735e-03, 8.3367580227e-01, 1.5850582176e+00, 2.1709365435e+00, 2.5072403882e+00, 2.5282973193e+00, 2.2226601843e+00, 1.6690043994e+00, 1.0274889290e+00, 4.7025809416e-01, 1.0454629132e-01, -5.1905449746e-02, -4.7163103072e-02, 3.8745938727e-02, 1.1707431901e-01, 1.0495486010e-01, -5.8975232908e-02, -3.9190028833e-01, -8.4448520147e-01, -1.3027905766e+00, -1.6313773450e+00, -1.7338211145e+00, -1.5844049393e+00, -1.2178632186e+00, -7.0214424022e-01, -1.1802253898e-01, 4.4933894315e-01, 9.1207133412e-01, 1.1820077445e+00, 1.1828414476e+00, 8.8069009273e-01, 3.2679208701e-01, -3.2679208701e-01, -8.8069009273e-01, -1.1828414476e+00, -1.1820077445e+00, -9.1207133412e-01, -4.4933894315e-01, 1.1802253898e-01, 7.0214424022e-01, 1.2178632186e+00, 1.5844049393e+00, 1.7338211145e+00, 1.6313773450e+00, 1.3027905766e+00, 8.4448520147e-01, 3.9190028833e-01, 5.8975232908e-02, -1.0495486010e-01, -1.1707431901e-01, -3.8745938727e-02, 4.7163103072e-02, 5.1905449746e-02, -1.0454629132e-01, -4.7025809416e-01, -1.0274889290e+00, -1.6690043994e+00, -2.2226601843e+00, -2.5282973191e+00, -2.5072403690e+00, -2.1709356429e+00, -1.5850293907e+00, -8.3293321744e-01, 9.6804425735e-03, 
3.2000000000e-03, 1.0876349323e-02, 8.1701225740e-01, 1.5580880481e+00, 2.1453151320e+00, 2.4954504361e+00, 2.5368444023e+00, 2.2463313735e+00, 1.6939987140e+00, 1.0431421411e+00, 4.7603081747e-01, 1.0556634990e-01, -5.1748757271e-02, -4.6980372777e-02, 3.8653723152e-02, 1.1683305683e-01, 1.0494665896e-01, -5.9612736376e-02, -3.9596906427e-01, -8.5418662372e-01, -1.3155015968e+00, -1.6398783059e+00, -1.7323950956e+00, -1.5737599042e+00, -1.2040880268e+00, -6.9230533440e-01, -1.1633679530e-01, 4.4334078172e-01, 9.0334534896e-01, 1.1775478572e+00, 1.1868512072e+00, 8.8978973855e-01, 3.3160573008e-01, -3.3160573008e-01, -8.8978973855e-01, -1.1868512072e+00, -1.1775478572e+00, -9.0334534896e-01, -4.4334078172e-01, 1.1633679530e-01, 6.9230533440e-01, 1.2040880268e+00, 1.5737599042e+00, 1.7323950956e+00, 1.6398783059e+00, 1.3155015968e+00, 8.5418662372e-01, 3.9596906427e-01, 5.9612736377e-02, -1.0494665896e-01, -1.1683305683e-01, -3.8653723152e-02, 4.6980372777e-02, 5.1748757271e-02, -1.0556634990e-01, -4.7603081747e-01, -1.0431421411e+00, -1.6939987140e+00, -2.2463313735e+00, -2.5368444014e+00, -2.4954503872e+00, -2.1453134109e+00, -1.5580438056e+00, -8.1605309830e-01, 1.0876349323e-02, 
3.6000000000e-03, 1.2032457258e-02, 8.0098142233e-01, 1.5317666762e+00, 2.1196009099e+00, 2.4826495505e+00, 2.5442803681e+00, 2.2697714236e+00, 1.7195236302e+00, 1.0592835669e+00, 4.8196658264e-01, 1.0660676444e-01, -5.1590899222e-02, -4.6798476381e-02, 3.8562104784e-02, 1.1659247887e-01, 1.0493759451e-01, -6.0261729244e-02, -4.0012682731e-01, -8.6408824128e-01, -1.3283072847e+00, -1.6481242532e+00, -1.7305531225e+00, -1.5629488635e+00, -1.1904894156e+00, -6.8271492760e-01, -1.1469797921e-01, 4.3748650069e-01, 8.9469351352e-01, 1.1729208977e+00, 1.1906680509e+00, 8.9896363739e-01, 3.3654226238e-01, -3.3654226238e-01, -8.9896363739e-01, -1.1906680509e+00, -1.1729208977e+00, -8.9469351352e-01, -4.3748650069e-01, 1.1469797921e-01, 6.8271492760e-01, 1.1904894156e+00, 1.5629488635e+00, 1.7305531225e+00, 1.6481242532e+00, 1.3283072847e+00, 8.6408824128e-01, 4.0012682731e-01, 6.0261729244e-02, -1.0493759451e-01, -1.1659247887e-01, -3.8562104784e-02, 4.6798476381e-02, 5.1590899222e-02, -1.0660676444e-01, -4.8196658264e-01, -1.0592835669e+00, -1.7195236302e+00, -2.2697714236e+00, -2.5442803656e+00, -2.4826494453e+00, -2.1195979497e+00, -1.5317029934e+00, -7.9978619042e-01, 1.2032457258e-02, 
4.0000000000e-03, 1.3150715096e-02, 7.8555136778e-01, 1.5060900280e+00, 2.0938488385e+00, 2.4688864583e+00, 2.5505711453e+00, 2.2929209775e+00, 1.7455754337e+00, 1.0759328560e+00, 4.8807260546e-01, 1.0766822962e-01, -5.1431856521e-02, -4.6617406681e-02, 3.8471078538e-02, 1.1635258463e-01, 1.0492766641e-01, -6.0922522926e-02, -4.0437641277e-01, -8.7419422601e-01, -1.3412001854e+00, -1.6561005599e+00, -1.7282989231e+00, -1.5519880767e+00, -1.1770709338e+00, -6.7336510488e-01, -1.1310420586e-01, 4.3177161555e-01, 8.8611871181e-01, 1.1681332098e+00, 1.1942867868e+00, 9.0820848027e-01, 3.4160565294e-01, -3.4160565294e-01, -9.0820848027e-01, -1.1942867868e+00, -1.1681332098e+00, -8.8611871181e-01, -4.3177161555e-01, 1.1310420586e-01, 6.7336510488e-01, 1.1770709338e+00, 1.5519880767e+00, 1.7282989231e+00, 1.6561005599e+00, 1.3412001854e+00, 8.7419422601e-01, 4.0437641277e-01, 6.0922522926e-02, -1.0492766641e-01, -1.1635258463e-01, -3.8471078538e-02, 4.6617406681e-02, 5.1431856521e-02, -1.0766822962e-01, -4.8807260546e-01, -1.0759328560e+00, -1.7455754337e+00, -2.2929209774e+00, -2.5505711392e+00, -2.4688862567e+00, -2.0938441239e+00, -1.5060026931e+00, -7.8410264373e-01, 1.3150715096e-02, 
4.4000000000e-03, 1.4232948409e-02, 7.7069199714e-01, 1.4810520132e+00, 2.0681101500e+00, 2.4542130276e+00, 2.5556874545e+00, 2.3157180307e+00, 1.7721480164e+00, 1.0931103501e+00, 4.9435651374e-01, 1.0875147469e-01, -5.1271609282e-02, -4.6437156497e-02, 3.8380639383e-02, 1.1611337356e-01, 1.0491687425e-01, -6.1595440488e-02, -4.0872076360e-01, -8.8450873266e-01, -1.3541722334e+00, -1.6637927841e+00, -1.7256371775e+00, -1.5408934786e+00, -1.1638355292e+00, -6.6424819840e-01, -1.1155368650e-01, 4.2619179737e-01, 8.7762356886e-01, 1.1631912398e+00, 1.1977024383e+00, 9.1752071372e-01, 3.4680001434e-01, -3.4680001434e-01, -9.1752071372e-01, -1.1977024383e+00, -1.1631912398e+00, -8.7762356886e-01, -4.2619179737e-01, 1.1155368650e-01, 6.6424819840e-01, 1.1638355292e+00, 1.5408934786e+00, 1.7256371775e+00, 1.6637927841e+00, 1.3541722334e+00, 8.8450873266e-01, 4.0872076360e-01, 6.1595440488e-02, -1.0491687425e-01, -1.1611337356e-01, -3.8380639383e-02, 4.6437156497e-02, 5.1271609282e-02, -1.0875147469e-01, -4.9435651374e-01, -1.0931103501e+00, -1.7721480164e+00, -2.3157180304e+00, -2.5556874416e+00, -2.4542126738e+00, -2.0681030698e+00, -1.4809366867e+00, -7.6897424305e-01, 1.4232948409e-02, 
