time, 0.0000000000e+00, 1.5873015873e-02, 3.1746031746e-02, 4.7619047619e-02, 6.3492063492e-02, 7.9365079365e-02, 9.5238095238e-02, 1.1111111111e-01, 1.2698412698e-01, 1.4285714286e-01, 1.5873015873e-01, 1.7460317460e-01, 1.9047619048e-01, 2.0634920635e-01, 2.2222222222e-01, 2.3809523810e-01, 2.5396825397e-01, 2.6984126984e-01, 2.8571428571e-01, 3.0158730159e-01, 3.1746031746e-01, 3.3333333333e-01, 3.4920634921e-01, 3.6507936508e-01, 3.8095238095e-01, 3.9682539683e-01, 4.1269841270e-01, 4.2857142857e-01, 4.4444444444e-01, 4.6031746032e-01, 4.7619047619e-01, 4.9206349206e-01, 5.0793650794e-01, 5.2380952381e-01, 5.3968253968e-01, 5.5555555556e-01, 5.7142857143e-01, 5.8730158730e-01, 6.0317460317e-01, 6.1904761905e-01, 6.3492063492e-01, 6.5079365079e-01, 6.6666666667e-01, 6.8253968254e-01, 6.9841269841e-01, 7.1428571429e-01, 7.3015873016e-01, 7.4603174603e-01, 7.6190476190e-01, 7.7777777778e-01, 7.9365079365e-01, 8.0952380952e-01, 8.2539682540e-01, 8.4126984127e-01, 8.5714285714e-01, 8.7301587302e-01, 8.8888888889e-01, 9.0476190476e-01, 9.2063492063e-01, 9.3650793651e-01, 9.5238095238e-01, 9.6825396825e-01, 9.8412698413e-01, 1.0000000000e+00, 
0.0000000000e+00, 0.0000000000e+00, 9.7115529623e-01, 1.7917807775e+00, 2.3423553377e+00, 2.5582464502e+00, 2.4410341307e+00, 2.0548439270e+00, 1.5088130135e+00, 9.3008071680e-01, 4.3388373912e-01, 9.7923871538e-02, -5.2971109720e-02, -4.8466175758e-02, 3.9408608808e-02, 1.1878234923e-01, 1.0498810264e-01, -5.4810476242e-02, -3.6569314062e-01, -7.8183148247e-01, -1.2169703540e+00, -1.5659715808e+00, -1.7320508076e+00, -1.6528613538e+00, -1.3187909573e+00, -7.7869237278e-01, -1.3131834490e-01, 4.9576678464e-01, 9.7492791218e-01, 1.2080455471e+00, 1.1498461053e+00, 8.1930130248e-01, 2.9623181727e-01, -2.9623181727e-01, -8.1930130248e-01, -1.1498461053e+00, -1.2080455471e+00, -9.7492791218e-01, -4.9576678464e-01, 1.3131834490e-01, 7.7869237278e-01, 1.3187909573e+00, 1.6528613538e+00, 1.7320508076e+00, 1.5659715808e+00, 1.2169703540e+00, 7.8183148247e-01, 3.6569314062e-01, 5.4810476242e-02, -1.0498810264e-01, -1.1878234923e-01, -3.9408608808e-02, 4.8466175758e-02, 5.2971109720e-02, -9.7923871538e-02, -4.3388373912e-01, -9.3008071680e-01, -1.5088130135e+00, -2.0548439270e+00, -2.4410341307e+00, -2.5582464502e+00, -2.3423553377e+00, -1.7917807775e+00, -9.7115529623e-01, -2.4492935983e-15, 
4.0000000000e-04, 0.0000000000e+00, 9.4738810247e-01, 1.7547271772e+00, 2.3098563780e+00, 2.5443284229e+00, 2.4482443363e+00, 2.0748416540e+00, 1.5295742489e+00, 9.4364506409e-01, 4.3930909248e-01, 9.8752913509e-02, -5.2965096210e-02, -4.8358850098e-02, 3.9321340628e-02, 1.1854475860e-01, 1.0502459808e-01, -5.5239874839e-02, -3.6952804984e-01, -7.9040465525e-01, -1.2276734025e+00, -1.5725254796e+00, -1.7285943716e+00, -1.6389466182e+00, -1.3008415737e+00, -7.6598892129e-01, -1.2924318081e-01, 4.8793240759e-01, 9.6315579373e-01, 1.2009488057e+00, 1.1515324994e+00, 8.2612586032e-01, 3.0013655284e-01, -3.0013655284e-01, -8.2612586032e-01, -1.1515324994e+00, -1.2009488057e+00, -9.6315579373e-01, -4.8793240759e-01, 1.2924318081e-01, 7.6598892129e-01, 1.3008415737e+00, 1.6389466182e+00, 1.7285943716e+00, 1.5725254796e+00, 1.2276734025e+00, 7.9040465525e-01, 3.6952804984e-01, 5.5239874839e-02, -1.0502459808e-01, -1.1854475860e-01, -3.9321340628e-02, 4.8358850098e-02, 5.2965096210e-02, -9.8752913509e-02, -4.3930909248e-01, -9.4364506409e-01, -1.5295742489e+00, -2.0748416540e+00, -2.4482443363e+00, -2.5443284229e+00, -2.3098563780e+00, -1.7547271772e+00, -9.4738810247e-01, 0.0000000000e+00, 
8.0000000000e-04, 0.0000000000e+00, 9.2476998821e-01, 1.7190273499e+00, 2.2775432061e+00, 2.5292947609e+00, 2.4541723168e+00, 2.0943653903e+00, 1.5505917288e+00, 9.5757837550e-01, 4.4489238880e-01, 9.9600412564e-02, -5.2958948159e-02, -4.8251999245e-02, 3.9234458521e-02, 1.1830809228e-01, 1.0506038080e-01, -5.5677378073e-02, -3.7344729776e-01, -7.9911426044e-01, -1.2383422188e+00, -1.5787101218e+00, -1.7246892636e+00, -1.6249823880e+00, -1.2833084578e+00, -7.5369786868e-01, -1.2723308426e-01, 4.8034368033e-01, 9.5162139696e-01, 1.1937522595e+00, 1.1529664924e+00, 8.3290029668e-01, 3.0411484200e-01, -3.0411484200e-01, -8.3290029668e-01, -1.1529664924e+00, -1.1937522595e+00, -9.5162139696e-01, -4.8034368033e-01, 1.2723308426e-01, 7.5369786868e-01, 1.2833084578e+00, 1.6249823880e+00, 1.7246892636e+00, 1.5787101218e+00, 1.2383422188e+00, 7.9911426044e-01, 3.7344729776e-01, 5.5677378073e-02, -1.0506038080e-01, -1.1830809228e-01, -3.9234458521e-02, 4.8251999245e-02, 5.2958948159e-02, -9.9600412564e-02, -4.4489238880e-01, -9.5757837550e-01, -1.5505917288e+00, -2.0943653903e+00, -2.4541723168e+00, -2.5292947609e+00, -2.2775432061e+00, -1.7190273499e+00, -9.2476998821e-01, 0.0000000000e+00, 
1.2000000000e-03, 0.0000000000e+00, 9.0321896003e-01, 1.6846205267e+00, 2.2454876974e+00, 2.5132485629e+00, 2.4588182751e+00, 2.1133552830e+00, 1.5718396366e+00, 9.7188836594e-01, 4.5064025916e-01, 1.0046707139e-01, -5.2952666428e-02, -4.8145620053e-02, 3.9147959930e-02, 1.1807234500e-01, 1.0509545441e-01, -5.6123231492e-02, -3.7745319502e-01, -8.0795929223e-01, -1.2489638157e+00, -1.5845176822e+00, -1.7203557865e+00, -1.6109909922e+00, -1.2661811834e+00, -7.4179930632e-01, -1.2528502685e-01, 4.7298916971e-01, 9.4031975239e-01, 1.1864683440e+00, 1.1541515129e+00, 8.3961819406e-01, 3.0816729193e-01, -3.0816729193e-01, -8.3961819406e-01, -1.1541515129e+00, -1.1864683440e+00, -9.4031975239e-01, -4.7298916971e-01, 1.2528502685e-01, 7.4179930632e-01, 1.2661811834e+00, 1.6109909922e+00, 1.7203557865e+00, 1.5845176822e+00, 1.2489638157e+00, 8.0795929223e-01, 3.7745319502e-01, 5.6123231492e-02, -1.0509545441e-01, -1.1807234500e-01, -3.9147959930e-02, 4.8145620053e-02, 5.2952666428e-02, -1.0046707139e-01, -4.5064025916e-01, -9.7188836594e-01, -1.5718396366e+00, -2.1133552830e+00, -2.4588182751e+00, -2.5132485629e+00, -2.2454876974e+00, -1.6846205267e+00, -9.0321896003e-01, 0.0000000000e+00, 
1.6000000000e-03, 0.0000000000e+00, 8.8266068689e-01, 1.6514481257e+00, 2.2137503051e+00, 2.4962902327e+00, 2.4621908966e+00, 2.1317534512e+00, 1.5932892656e+00, 9.8658212458e-01, 4.5655962278e-01, 1.0135362943e-01, -5.2946251870e-02, -4.8039709404e-02, 3.9061842317e-02, 1.1783751156e-01, 1.0512982247e-01, -5.6577690205e-02, -3.8154809174e-01, -8.1693839753e-01, -1.2595250006e+00, -1.5899416768e+00, -1.7156144983e+00, -1.5969927577e+00, -1.2494493292e+00, -7.3027459373e-01, -1.2339616592e-01, 4.6585814388e-01, 9.2924585991e-01, 1.1791087467e+00, 1.1550914356e+00, 8.4627320907e-01, 3.1229444172e-01, -3.1229444172e-01, -8.4627320907e-01, -1.1550914356e+00, -1.1791087467e+00, -9.2924585991e-01, -4.6585814388e-01, 1.2339616592e-01, 7.3027459373e-01, 1.2494493292e+00, 1.5969927577e+00, 1.7156144983e+00, 1.5899416768e+00, 1.2595250006e+00, 8.1693839753e-01, 3.8154809174e-01, 5.6577690205e-02, -1.0512982247e-01, -1.1783751156e-01, -3.9061842317e-02, 4.8039709404e-02, 5.2946251870e-02, -1.0135362943e-01, -4.5655962278e-01, -9.8658212458e-01, -1.5932892656e+00, -2.1317534512e+00, -2.4621908966e+00, -2.4962902327e+00, -2.2137503051e+00, -1.6514481257e+00, -8.8266068689e-01, 0.0000000000e+00, 
2.0000000000e-03, 0.0000000000e+00, 8.6302762171e-01, 1.6194538888e+00, 2.1823814302e+00, 2.4785166308e+00, 2.4643066652e+00, 2.1495046126e+00, 1.6149090816e+00, 1.0016659984e+00, 4.6265769199e-01, 1.0226086513e-01, -5.2939705338e-02, -4.7934264207e-02, 3.8976103171e-02, 1.1760358679e-01, 1.0516348859e-01, -5.7041019288e-02, -3.8573437472e-01, -8.2604986049e-01, -1.2700124358e+00, -1.5949769507e+00, -1.7104860670e+00, -1.5830061443e+00, -1.2331025296e+00, -7.1910625872e-01, -1.2156383051e-01, 4.5894051912e-01, 9.1839471177e-01, 1.1716844357e+00, 1.1557905388e+00, 8.5285909278e-01, 3.1649675846e-01, -3.1649675846e-01, -8.5285909278e-01, -1.1557905388e+00, -1.1716844357e+00, -9.1839471177e-01, -4.5894051912e-01, 1.2156383051e-01, 7.1910625872e-01, 1.2331025296e+00, 1.5830061443e+00, 1.7104860670e+00, 1.5949769507e+00, 1.2700124358e+00, 8.2604986049e-01, 3.8573437472e-01, 5.7041019288e-02, -1.0516348859e-01, -1.1760358679e-01, -3.8976103171e-02, 4.7934264207e-02, 5.2939705338e-02, -1.0226086513e-01, -4.6265769199e-01, -1.0016659984e+00, -1.6149090816e+00, -2.1495046126e+00, -2.4643066652e+00, -2.4785166308e+00, -2.1823814302e+00, -1.6194538888e+00, -8.6302762171e-01, 0.0000000000e+00, 
2.4000000000e-03, 0.0000000000e+00, 8.4425824148e-01, 1.5885839528e+00, 2.1514226604e+00, 2.4600204351e+00, 2.4651891116e+00, 2.1665566579e+00, 1.6366648257e+00, 1.0171454699e+00, 4.6894197573e-01, 1.0318959831e-01, -5.2933027676e-02, -4.7829281397e-02, 3.8890739999e-02, 1.1737056556e-01, 1.0519645635e-01, -5.7513494189e-02, -3.9001446415e-01, -8.3529158812e-01, -1.2804127020e+00, -1.5996196570e+00, -1.7049911407e+00, -1.5690478751e+00, -1.2171305150e+00, -7.0827790692e-01, -1.1978550853e-01, 4.5222681154e-01, 9.0776131219e-01, 1.1642056899e+00, 1.1562534632e+00, 8.5936971030e-01, 3.2077463336e-01, -3.2077463336e-01, -8.5936971030e-01, -1.1562534632e+00, -1.1642056899e+00, -9.0776131219e-01, -4.5222681154e-01, 1.1978550853e-01, 7.0827790692e-01, 1.2171305150e+00, 1.5690478751e+00, 1.7049911407e+00, 1.5996196570e+00, 1.2804127020e+00, 8.3529158812e-01, 3.9001446415e-01, 5.7513494189e-02, -1.0519645635e-01, -1.1737056556e-01, -3.8890739999e-02, 4.7829281397e-02, 5.2933027676e-02, -1.0318959831e-01, -4.6894197573e-01, -1.0171454699e+00, -1.6366648257e+00, -2.1665566579e+00, -2.4651891116e+00, -2.4600204351e+00, -2.1514226604e+00, -1.5885839528e+00, -8.4425824148e-01, 0.0000000000e+00, 
2.8000000000e-03, 0.0000000000e+00, 8.2629638762e-01, 1.5587868710e+00, 2.1209078809e+00, 2.4408896830e+00, 2.4648680191e+00, 2.1828611620e+00, 1.6585196599e+00, 1.0330250309e+00, 4.7542028160e-01, 1.0414069270e-01, -5.2926219726e-02, -4.7724757938e-02, 3.8805750333e-02, 1.1713844278e-01, 1.0522872931e-01, -5.7995401163e-02, -3.9439081003e-01, -8.4466109736e-01, -1.2907123613e+00, -1.6038672253e+00, -1.6991502327e+00, -1.5551330604e+00, -1.2015231461e+00, -6.9777413958e-01, -1.1805883511e-01, 4.4570809299e-01, 8.9734069397e-01, 1.1566821290e+00, 1.1564851719e+00, 8.6579905950e-01, 3.2512837784e-01, -3.2512837784e-01, -8.6579905950e-01, -1.1564851719e+00, -1.1566821290e+00, -8.9734069397e-01, -4.4570809299e-01, 1.1805883511e-01, 6.9777413958e-01, 1.2015231461e+00, 1.5551330604e+00, 1.6991502327e+00, 1.6038672253e+00, 1.2907123613e+00, 8.4466109736e-01, 3.9439081003e-01, 5.7995401163e-02, -1.0522872931e-01, -1.1713844278e-01, -3.8805750333e-02, 4.7724757938e-02, 5.2926219726e-02, -1.0414069270e-01, -4.7542028160e-01, -1.0330250309e+00, -1.6585196599e+00, -2.1828611620e+00, -2.4648680191e+00, -2.4408896830e+00, -2.1209078809e+00, -1.5587868710e+00, -8.2629638762e-01, 0.0000000000e+00, 
3.2000000000e-03, 0.0000000000e+00, 8.0909069147e-01, 1.5300135980e+00, 2.0908642675e+00, 2.4212074679e+00, 2.4633786126e+00, 2.1983738237e+00, 1.6804343532e+00, 1.0493080514e+00, 4.8210071610e-01, 1.0511505860e-01, -5.2919282325e-02, -4.7620690820e-02, 3.8721131724e-02, 1.1690721339e-01, 1.0526031106e-01, -5.8487037707e-02, -3.9886588810e-01, -8.5415550354e-01, -1.3008980212e+00, -1.6077183218e+00, -1.6929836211e+00, -1.5412753166e+00, -1.1862704406e+00, -6.8758047882e-01, -1.1638158190e-01, 4.3937595083e-01, 8.8712793251e-01, 1.1491227438e+00, 1.1564909119e+00, 8.7214128872e-01, 3.2955821986e-01, -3.2955821986e-01, -8.7214128872e-01, -1.1564909119e+00, -1.1491227438e+00, -8.8712793251e-01, -4.3937595083e-01, 1.1638158190e-01, 6.8758047882e-01, 1.1862704406e+00, 1.5412753166e+00, 1.6929836211e+00, 1.6077183218e+00, 1.3008980212e+00, 8.5415550354e-01, 3.9886588810e-01, 5.8487037707e-02, -1.0526031106e-01, -1.1690721339e-01, -3.8721131724e-02, 4.7620690820e-02, 5.2919282325e-02, -1.0511505860e-01, -4.8210071610e-01, -1.0493080514e+00, -1.6804343532e+00, -2.1983738237e+00, -2.4633786126e+00, -2.4212074679e+00, -2.0908642675e+00, -1.5300135980e+00, -8.0909069147e-01, 0.0000000000e+00, 
