r,T
0.124145, 124.074
0.125122, 124.043
0.1261, 124.012
0.127077, 123.982
0.128055, 123.95
0.129032, 123.919
0.13001, 123.887
0.130987, 123.855
0.131965, 123.823
0.132942, 123.791
0.13392, 123.758
0.134897, 123.725
0.135875, 123.692
0.136852, 123.659
0.13783, 123.625
0.138807, 123.592
0.139785, 123.558
0.140762, 123.523
0.14174, 123.489
0.142717, 123.454
0.143695, 123.419
0.144673, 123.384
0.14565, 123.348
0.146628, 123.313
0.147605, 123.277
0.148583, 123.241
0.14956, 123.204
0.150538, 123.167
0.151515, 123.131
0.152493, 123.093
0.15347, 123.056
0.154448, 123.018
0.155425, 122.98
0.156403, 122.942
0.15738, 122.904
0.158358, 122.865
0.159335, 122.827
0.160313, 122.788
0.16129, 122.748
0.162268, 122.709
0.163245, 122.669
0.164223, 122.629
0.1652, 122.589
0.166178, 122.548
0.167155, 122.507
0.168133, 122.467
0.16911, 122.425
0.170088, 122.384
0.171065, 122.342
0.172043, 122.3
0.173021, 122.258
0.173998, 122.216
0.174976, 122.173
0.175953, 122.13
0.176931, 122.087
0.177908, 122.044
0.178886, 122
0.179863, 121.956
0.180841, 121.912
0.181818, 121.868
0.182796, 121.823
0.183773, 121.779
0.184751, 121.733
0.185728, 121.688
0.186706, 121.643
0.187683, 121.597
0.188661, 121.551
0.189638, 121.505
0.190616, 121.458
0.191593, 121.412
0.192571, 121.365
0.193548, 121.317
0.194526, 121.27
0.195503, 121.222
0.196481, 121.175
0.197458, 121.126
0.198436, 121.078
0.199413, 121.029
0.200391, 120.981
0.201369, 120.931
0.202346, 120.882
0.203324, 120.833
0.204301, 120.783
0.205279, 120.733
0.206256, 120.682
0.207234, 120.632
0.208211, 120.581
0.209189, 120.53
0.210166, 120.479
0.211144, 120.427
0.212121, 120.376
0.213099, 120.324
0.214076, 120.272
0.215054, 120.219
0.216031, 120.166
0.217009, 120.113
0.217986, 120.06
0.218964, 120.007
0.219941, 119.953
0.220919, 119.899
0.221896, 119.845
0.222874, 119.791
0.223851, 119.736
0.224829, 119.682
0.225806, 119.627
0.226784, 119.571
0.227761, 119.516
0.228739, 119.46
0.229717, 119.404
0.230694, 119.348
0.231672, 119.291
0.232649, 119.234
0.233627, 119.177
0.234604, 119.12
0.235582, 119.063
0.236559, 119.005
0.237537, 118.947
0.238514, 118.889
0.239492, 118.831
0.240469, 118.772
0.241447, 118.713
0.242424, 118.654
0.243402, 118.595
0.244379, 118.535
0.245357, 118.475
0.246334, 118.415
0.247312, 118.355
0.248289, 118.294
0.249267, 118.233
0.250244, 118.172
0.251222, 118.111
0.252199, 118.05
0.253177, 117.988
0.254154, 117.926
0.255132, 117.864
0.256109, 117.801
0.257087, 117.738
0.258065, 117.675
0.259042, 117.612
0.26002, 117.549
0.260997, 117.485
0.261975, 117.421
0.262952, 117.357
0.26393, 117.293
0.264907, 117.228
0.265885, 117.163
0.266862, 117.098
0.26784, 117.033
0.268817, 116.967
0.269795, 116.901
0.270772, 116.835
0.27175, 116.769
0.272727, 116.703
0.273705, 116.636
0.274682, 116.569
0.27566, 116.502
0.276637, 116.434
0.277615, 116.366
0.278592, 116.298
0.27957, 116.23
0.280547, 116.162
0.281525, 116.093
0.282502, 116.024
0.28348, 115.955
0.284457, 115.886
0.285435, 115.816
0.286413, 115.746
0.28739, 115.676
0.288368, 115.606
0.289345, 115.535
0.290323, 115.464
0.2913, 115.393
0.292278, 115.322
0.293255, 115.25
0.294233, 115.178
0.29521, 115.106
0.296188, 115.034
0.297165, 114.962
0.298143, 114.889
0.29912, 114.816
0.300098, 114.743
0.301075, 114.669
0.302053, 114.596
0.30303, 114.522
0.304008, 114.447
0.304985, 114.373
0.305963, 114.298
0.30694, 114.224
0.307918, 114.148
0.308895, 114.073
0.309873, 113.997
0.31085, 113.922
0.311828, 113.845
0.312805, 113.769
0.313783, 113.693
0.314761, 113.616
0.315738, 113.539
0.316716, 113.461
0.317693, 113.384
0.318671, 113.306
0.319648, 113.228
0.320626, 113.15
0.321603, 113.071
0.322581, 112.993
0.323558, 112.914
0.324536, 112.835
0.325513, 112.755
0.326491, 112.676
0.327468, 112.596
0.328446, 112.515
0.329423, 112.435
0.330401, 112.354
0.331378, 112.274
0.332356, 112.193
0.333333, 112.111
0.334311, 112.03
0.335288, 111.948
0.336266, 111.866
0.337243, 111.783
0.338221, 111.701
0.339198, 111.618
0.340176, 111.535
0.341153, 111.452
0.342131, 111.368
0.343109, 111.285
0.344086, 111.201
0.345064, 111.116
0.346041, 111.032
0.347019, 110.947
0.347996, 110.862
0.348974, 110.777
0.349951, 110.692
0.350929, 110.606
0.351906, 110.52
0.352884, 110.434
0.353861, 110.348
0.354839, 110.261
0.355816, 110.174
0.356794, 110.087
0.357771, 110
0.358749, 109.912
0.359726, 109.825
0.360704, 109.737
0.361681, 109.648
0.362659, 109.56
0.363636, 109.471
0.364614, 109.382
0.365591, 109.293
0.366569, 109.203
0.367546, 109.114
0.368524, 109.024
0.369501, 108.934
0.370479, 108.843
0.371457, 108.753
0.372434, 108.662
0.373412, 108.571
0.374389, 108.479
0.375367, 108.388
0.376344, 108.296
0.377322, 108.204
0.378299, 108.111
0.379277, 108.019
0.380254, 107.926
0.381232, 107.833
0.382209, 107.74
0.383187, 107.646
0.384164, 107.552
0.385142, 107.458
0.386119, 107.364
0.387097, 107.27
0.388074, 107.175
0.389052, 107.08
0.390029, 106.985
0.391007, 106.889
0.391984, 106.794
0.392962, 106.698
0.393939, 106.602
0.394917, 106.505
0.395894, 106.409
0.396872, 106.312
0.397849, 106.215
0.398827, 106.117
0.399804, 106.02
0.400782, 105.922
0.40176, 105.824
0.402737, 105.725
0.403715, 105.627
0.404692, 105.528
0.40567, 105.429
0.406647, 105.33
0.407625, 105.23
0.408602, 105.131
0.40958, 105.031
0.410557, 104.93
0.411535, 104.83
0.412512, 104.729
0.41349, 104.628
0.414467, 104.527
0.415445, 104.426
0.416422, 104.324
0.4174, 104.222
0.418377, 104.12
0.419355, 104.018
0.420332, 103.915
0.42131, 103.812
0.422287, 103.709
0.423265, 103.606
0.424242, 103.502
0.42522, 103.399
0.426197, 103.295
0.427175, 103.19
0.428152, 103.086
0.42913, 102.981
0.430108, 102.876
0.431085, 102.771
0.432063, 102.665
0.43304, 102.56
0.434018, 102.454
0.434995, 102.347
0.435973, 102.241
0.43695, 102.134
0.437928, 102.027
0.438905, 101.92
0.439883, 101.813
0.44086, 101.705
0.441838, 101.597
0.442815, 101.489
0.443793, 101.381
0.44477, 101.272
0.445748, 101.164
0.446725, 101.055
0.447703, 100.945
0.44868, 100.836
0.449658, 100.726
0.450635, 100.616
0.451613, 100.506
0.45259, 100.395
0.453568, 100.285
0.454545, 100.174
0.455523, 100.062
0.4565, 99.951
0.457478, 99.8393
0.458456, 99.7274
0.459433, 99.6152
0.460411, 99.5028
0.461388, 99.3902
0.462366, 99.2773
0.463343, 99.1642
0.464321, 99.0508
0.465298, 98.9373
0.466276, 98.8234
0.467253, 98.7094
0.468231, 98.595
0.469208, 98.4805
0.470186, 98.3657
0.471163, 98.2507
0.472141, 98.1354
0.473118, 98.0199
0.474096, 97.9042
0.475073, 97.7882
0.476051, 97.672
0.477028, 97.5555
0.478006, 97.4388
0.478983, 97.3219
0.479961, 97.2047
0.480938, 97.0873
0.481916, 96.9697
0.482893, 96.8518
0.483871, 96.7337
0.484848, 96.6153
0.485826, 96.4967
0.486804, 96.3778
0.487781, 96.2588
0.488759, 96.1394
0.489736, 96.0199
0.490714, 95.9001
0.491691, 95.78
0.492669, 95.6597
0.493646, 95.5392
0.494624, 95.4185
0.495601, 95.2975
0.496579, 95.1762
0.497556, 95.0548
0.498534, 94.9331
0.499511, 94.8111
0.500489, 94.6889
0.501466, 94.5665
0.502444, 94.4438
0.503421, 94.3209
0.504399, 94.1978
0.505376, 94.0744
0.506354, 93.9508
0.507331, 93.8269
0.508309, 93.7028
0.509286, 93.5785
0.510264, 93.4539
0.511241, 93.3291
0.512219, 93.204
0.513196, 93.0787
0.514174, 92.9532
0.515152, 92.8274
0.516129, 92.7014
0.517107, 92.5751
0.518084, 92.4487
0.519062, 92.3219
0.520039, 92.195
0.521017, 92.0677
0.521994, 91.9403
0.522972, 91.8126
0.523949, 91.6847
0.524927, 91.5565
0.525904, 91.4281
0.526882, 91.2995
0.527859, 91.1706
0.528837, 91.0415
0.529814, 90.9121
0.530792, 90.7825
0.531769, 90.6527
0.532747, 90.5226
0.533724, 90.3923
0.534702, 90.2618
0.535679, 90.131
0.536657, 90
0.537634, 89.8687
0.538612, 89.7372
0.539589, 89.6054
0.540567, 89.4735
0.541544, 89.3412
0.542522, 89.2088
0.5435, 89.0761
0.544477, 88.9431
0.545455, 88.81
0.546432, 88.6765
0.54741, 88.5429
0.548387, 88.409
0.549365, 88.2749
0.550342, 88.1405
0.55132, 88.0059
0.552297, 87.871
0.553275, 87.7359
0.554252, 87.6006
0.55523, 87.465
0.556207, 87.3292
0.557185, 87.1932
0.558162, 87.0569
0.55914, 86.9204
0.560117, 86.7836
0.561095, 86.6466
0.562072, 86.5094
0.56305, 86.3719
0.564027, 86.2342
0.565005, 86.0962
0.565982, 85.958
0.56696, 85.8196
0.567937, 85.6809
0.568915, 85.542
0.569892, 85.4029
0.57087, 85.2635
0.571848, 85.1238
0.572825, 84.984
0.573803, 84.8439
0.57478, 84.7035
0.575758, 84.5629
0.576735, 84.4221
0.577713, 84.2811
0.57869, 84.1397
0.579668, 83.9982
0.580645, 83.8564
0.581623, 83.7144
0.5826, 83.5722
0.583578, 83.4297
0.584555, 83.2869
0.585533, 83.144
0.58651, 83.0007
0.587488, 82.8573
0.588465, 82.7136
0.589443, 82.5697
0.59042, 82.4255
0.591398, 82.2811
0.592375, 82.1365
0.593353, 81.9916
0.59433, 81.8465
0.595308, 81.7011
0.596285, 81.5555
0.597263, 81.4097
0.59824, 81.2636
0.599218, 81.1173
0.600196, 80.9707
0.601173, 80.8239
0.602151, 80.6769
0.603128, 80.5296
0.604106, 80.3821
0.605083, 80.2343
0.606061, 80.0863
0.607038, 79.9381
0.608016, 79.7897
0.608993, 79.6409
0.609971, 79.492
0.610948, 79.3428
0.611926, 79.1934
0.612903, 79.0437
0.613881, 78.8938
0.614858, 78.7437
0.615836, 78.5933
0.616813, 78.4427
0.617791, 78.2918
0.618768, 78.1407
0.619746, 77.9894
0.620723, 77.8378
0.621701, 77.686
0.622678, 77.534
0.623656, 77.3817
0.624633, 77.2292
0.625611, 77.0764
0.626588, 76.9234
0.627566, 76.7701
0.628543, 76.6167
0.629521, 76.4629
0.630499, 76.309
0.631476, 76.1548
0.632454, 76.0003
0.633431, 75.8457
0.634409, 75.6907
0.635386, 75.5356
0.636364, 75.3802
0.637341, 75.2246
0.638319, 75.0687
0.639296, 74.9126
0.640274, 74.7562
0.641251, 74.5996
0.642229, 74.4428
0.643206, 74.2857
0.644184, 74.1284
0.645161, 73.9709
0.646139, 73.8131
0.647116, 73.6551
0.648094, 73.4968
0.649071, 73.3383
0.650049, 73.1796
0.651026, 73.0206
0.652004, 72.8614
0.652981, 72.7019
0.653959, 72.5422
0.654936, 72.3823
0.655914, 72.2221
0.656891, 72.0617
0.657869, 71.9011
0.658847, 71.7402
0.659824, 71.5791
0.660802, 71.4177
0.661779, 71.2561
0.662757, 71.0942
0.663734, 70.9322
0.664712, 70.7698
0.665689, 70.6073
0.666667, 70.4445
0.667644, 70.2814
0.668622, 70.1182
0.669599, 69.9546
0.670577, 69.7909
0.671554, 69.6269
0.672532, 69.4627
0.673509, 69.2982
0.674487, 69.1335
0.675464, 68.9685
0.676442, 68.8033
0.677419, 68.6379
0.678397, 68.4722
0.679374, 68.3063
0.680352, 68.1402
0.681329, 67.9738
0.682307, 67.8072
0.683284, 67.6403
0.684262, 67.4732
0.685239, 67.3059
0.686217, 67.1383
0.687195, 66.9705
0.688172, 66.8024
0.68915, 66.6341
0.690127, 66.4656
0.691105, 66.2968
0.692082, 66.1278
0.69306, 65.9586
0.694037, 65.7891
0.695015, 65.6193
0.695992, 65.4494
0.69697, 65.2792
0.697947, 65.1087
0.698925, 64.938
0.699902, 64.7671
0.70088, 64.596
0.701857, 64.4246
0.702835, 64.2529
0.703812, 64.081
0.70479, 63.9089
0.705767, 63.7366
0.706745, 63.564
0.707722, 63.3911
0.7087, 63.2181
0.709677, 63.0448
0.710655, 62.8712
0.711632, 62.6974
0.71261, 62.5234
0.713587, 62.3491
0.714565, 62.1746
0.715543, 61.9999
0.71652, 61.8249
0.717498, 61.6497
0.718475, 61.4742
0.719453, 61.2985
0.72043, 61.1226
0.721408, 60.9464
0.722385, 60.77
0.723363, 60.5933
0.72434, 60.4164
0.725318, 60.2393
0.726295, 60.0619
0.727273, 59.8843
0.72825, 59.7065
0.729228, 59.5284
0.730205, 59.3501
0.731183, 59.1715
0.73216, 58.9927
0.733138, 58.8136
0.734115, 58.6344
0.735093, 58.4548
0.73607, 58.2751
0.737048, 58.0951
0.738025, 57.9148
0.739003, 57.7344
0.73998, 57.5536
0.740958, 57.3727
0.741935, 57.1915
0.742913, 57.0101
0.743891, 56.8284
0.744868, 56.6465
0.745846, 56.4643
0.746823, 56.2819
0.747801, 56.0993
0.748778, 55.9164
0.749756, 55.7333
0.750733, 55.55
0.751711, 55.3664
0.752688, 55.1826
0.753666, 54.9985
0.754643, 54.8142
0.755621, 54.6297
0.756598, 54.4449
0.757576, 54.2599
0.758553, 54.0746
0.759531, 53.8891
0.760508, 53.7034
0.761486, 53.5174
0.762463, 53.3312
0.763441, 53.1448
0.764418, 52.9581
0.765396, 52.7712
0.766373, 52.584
0.767351, 52.3966
0.768328, 52.2089
0.769306, 52.0211
0.770283, 51.8329
0.771261, 51.6446
0.772239, 51.456
0.773216, 51.2671
0.774194, 51.0781
0.775171, 50.8887
0.776149, 50.6992
0.777126, 50.5094
0.778104, 50.3194
0.779081, 50.1291
0.780059, 49.9386
0.781036, 49.7478
0.782014, 49.5568
0.782991, 49.3656
0.783969, 49.1741
0.784946, 48.9824
0.785924, 48.7905
0.786901, 48.5983
0.787879, 48.4059
0.788856, 48.2132
0.789834, 48.0203
0.790811, 47.8272
0.791789, 47.6338
0.792766, 47.4402
0.793744, 47.2463
0.794721, 47.0522
0.795699, 46.8579
0.796676, 46.6633
0.797654, 46.4685
0.798631, 46.2735
0.799609, 46.0782
0.800587, 45.8827
0.801564, 45.6869
0.802542, 45.4909
0.803519, 45.2947
0.804497, 45.0982
0.805474, 44.9014
0.806452, 44.7045
0.807429, 44.5073
0.808407, 44.3098
0.809384, 44.1122
0.810362, 43.9143
0.811339, 43.7161
0.812317, 43.5177
0.813294, 43.3191
0.814272, 43.1202
0.815249, 42.9211
0.816227, 42.7217
0.817204, 42.5222
0.818182, 42.3223
0.819159, 42.1223
0.820137, 41.922
0.821114, 41.7214
0.822092, 41.5206
0.823069, 41.3196
0.824047, 41.1183
0.825024, 40.9168
0.826002, 40.7151
0.826979, 40.5131
0.827957, 40.3109
0.828935, 40.1085
0.829912, 39.9058
0.83089, 39.7028
0.831867, 39.4997
0.832845, 39.2963
0.833822, 39.0926
0.8348, 38.8887
0.835777, 38.6846
0.836755, 38.4802
0.837732, 38.2756
0.83871, 38.0708
0.839687, 37.8657
0.840665, 37.6604
0.841642, 37.4548
0.84262, 37.249
0.843597, 37.043
0.844575, 36.8367
0.845552, 36.6302
0.84653, 36.4234
0.847507, 36.2164
0.848485, 36.0092
0.849462, 35.8017
0.85044, 35.594
0.851417, 35.3861
0.852395, 35.1779
0.853372, 34.9694
0.85435, 34.7608
0.855327, 34.5519
0.856305, 34.3427
0.857283, 34.1333
0.85826, 33.9237
0.859238, 33.7139
0.860215, 33.5038
0.861193, 33.2934
0.86217, 33.0829
0.863148, 32.872
0.864125, 32.661
0.865103, 32.4497
0.86608, 32.2382
0.867058, 32.0264
0.868035, 31.8144
0.869013, 31.6021
0.86999, 31.3896
0.870968, 31.1769
0.871945, 30.9639
0.872923, 30.7507
0.8739, 30.5373
0.874878, 30.3236
0.875855, 30.1097
0.876833, 29.8955
0.87781, 29.6811
0.878788, 29.4665
0.879765, 29.2516
0.880743, 29.0365
0.88172, 28.8211
0.882698, 28.6055
0.883675, 28.3897
0.884653, 28.1736
0.88563, 27.9573
0.886608, 27.7408
0.887586, 27.524
0.888563, 27.307
0.889541, 27.0897
0.890518, 26.8722
0.891496, 26.6545
0.892473, 26.4365
0.893451, 26.2183
0.894428, 25.9998
0.895406, 25.7811
0.896383, 25.5622
0.897361, 25.343
0.898338, 25.1236
0.899316, 24.9039
0.900293, 24.684
0.901271, 24.4639
0.902248, 24.2435
0.903226, 24.0229
0.904203, 23.802
0.905181, 23.581
0.906158, 23.3596
0.907136, 23.1381
0.908113, 22.9163
0.909091, 22.6942
0.910068, 22.4719
0.911046, 22.2494
0.912023, 22.0267
0.913001, 21.8037
0.913978, 21.5804
0.914956, 21.3569
0.915934, 21.1332
0.916911, 20.9093
0.917889, 20.6851
0.918866, 20.4606
0.919844, 20.236
0.920821, 20.0111
0.921799, 19.7859
0.922776, 19.5605
0.923754, 19.3349
0.924731, 19.109
0.925709, 18.8829
0.926686, 18.6566
0.927664, 18.43
0.928641, 18.2032
0.929619, 17.9761
0.930596, 17.7488
0.931574, 17.5213
0.932551, 17.2935
0.933529, 17.0655
0.934506, 16.8372
0.935484, 16.6087
0.936461, 16.38
0.937439, 16.151
0.938416, 15.9218
0.939394, 15.6924
0.940371, 15.4627
0.941349, 15.2328
0.942326, 15.0026
0.943304, 14.7722
0.944282, 14.5416
0.945259, 14.3107
0.946237, 14.0796
0.947214, 13.8482
0.948192, 13.6166
0.949169, 13.3848
0.950147, 13.1527
0.951124, 12.9204
0.952102, 12.6878
0.953079, 12.455
0.954057, 12.222
0.955034, 11.9887
0.956012, 11.7552
0.956989, 11.5215
0.957967, 11.2875
0.958944, 11.0532
0.959922, 10.8188
0.960899, 10.5841
0.961877, 10.3491
0.962854, 10.1139
0.963832, 9.87852
0.964809, 9.64286
0.965787, 9.40696
0.966764, 9.17082
0.967742, 8.93445
0.968719, 8.69783
0.969697, 8.46098
0.970674, 8.22388
0.971652, 7.98655
0.97263, 7.74898
0.973607, 7.51117
0.974585, 7.27312
0.975562, 7.03483
0.97654, 6.79631
0.977517, 6.55754
0.978495, 6.31854
0.979472, 6.07929
0.98045, 5.83981
0.981427, 5.60009
0.982405, 5.36013
0.983382, 5.11993
0.98436, 4.87949
0.985337, 4.63882
0.986315, 4.3979
0.987292, 4.15675
0.98827, 3.91535
0.989247, 3.67372
0.990225, 3.43185
0.991202, 3.18974
0.99218, 2.94739
0.993157, 2.7048
0.994135, 2.46198
0.995112, 2.21891
0.99609, 1.97561
0.997067, 1.73206
0.998045, 1.48828
0.999022, 1.24426
1, 1
