r,T
0.2913, 344.179
0.292278, 343.965
0.293255, 343.751
0.294233, 343.535
0.29521, 343.319
0.296188, 343.103
0.297165, 342.885
0.298143, 342.667
0.29912, 342.448
0.300098, 342.228
0.301075, 342.008
0.302053, 341.787
0.30303, 341.565
0.304008, 341.342
0.304985, 341.119
0.305963, 340.895
0.30694, 340.671
0.307918, 340.445
0.308895, 340.219
0.309873, 339.992
0.31085, 339.765
0.311828, 339.536
0.312805, 339.307
0.313783, 339.078
0.314761, 338.847
0.315738, 338.616
0.316716, 338.384
0.317693, 338.152
0.318671, 337.919
0.319648, 337.685
0.320626, 337.45
0.321603, 337.214
0.322581, 336.978
0.323558, 336.741
0.324536, 336.504
0.325513, 336.266
0.326491, 336.027
0.327468, 335.787
0.328446, 335.546
0.329423, 335.305
0.330401, 335.063
0.331378, 334.821
0.332356, 334.578
0.333333, 334.334
0.334311, 334.089
0.335288, 333.843
0.336266, 333.597
0.337243, 333.35
0.338221, 333.103
0.339198, 332.854
0.340176, 332.605
0.341153, 332.356
0.342131, 332.105
0.343109, 331.854
0.344086, 331.602
0.345064, 331.349
0.346041, 331.096
0.347019, 330.842
0.347996, 330.587
0.348974, 330.332
0.349951, 330.076
0.350929, 329.819
0.351906, 329.561
0.352884, 329.303
0.353861, 329.044
0.354839, 328.784
0.355816, 328.523
0.356794, 328.262
0.357771, 328
0.358749, 327.737
0.359726, 327.474
0.360704, 327.21
0.361681, 326.945
0.362659, 326.68
0.363636, 326.413
0.364614, 326.146
0.365591, 325.879
0.366569, 325.61
0.367546, 325.341
0.368524, 325.071
0.369501, 324.801
0.370479, 324.53
0.371457, 324.258
0.372434, 323.985
0.373412, 323.712
0.374389, 323.437
0.375367, 323.163
0.376344, 322.887
0.377322, 322.611
0.378299, 322.334
0.379277, 322.056
0.380254, 321.778
0.381232, 321.499
0.382209, 321.219
0.383187, 320.938
0.384164, 320.657
0.385142, 320.375
0.386119, 320.092
0.387097, 319.809
0.388074, 319.525
0.389052, 319.24
0.390029, 318.954
0.391007, 318.668
0.391984, 318.381
0.392962, 318.093
0.393939, 317.805
0.394917, 317.515
0.395894, 317.226
0.396872, 316.935
0.397849, 316.644
0.398827, 316.352
0.399804, 316.059
0.400782, 315.765
0.40176, 315.471
0.402737, 315.176
0.403715, 314.881
0.404692, 314.584
0.40567, 314.287
0.406647, 313.989
0.407625, 313.691
0.408602, 313.392
0.40958, 313.092
0.410557, 312.791
0.411535, 312.49
0.412512, 312.188
0.41349, 311.885
0.414467, 311.581
0.415445, 311.277
0.416422, 310.972
0.4174, 310.667
0.418377, 310.36
0.419355, 310.053
0.420332, 309.745
0.42131, 309.437
0.422287, 309.128
0.423265, 308.818
0.424242, 308.507
0.42522, 308.196
0.426197, 307.884
0.427175, 307.571
0.428152, 307.257
0.42913, 306.943
0.430108, 306.628
0.431085, 306.312
0.432063, 305.996
0.43304, 305.679
0.434018, 305.361
0.434995, 305.042
0.435973, 304.723
0.43695, 304.403
0.437928, 304.082
0.438905, 303.761
0.439883, 303.439
0.44086, 303.116
0.441838, 302.792
0.442815, 302.468
0.443793, 302.143
0.44477, 301.817
0.445748, 301.491
0.446725, 301.164
0.447703, 300.836
0.44868, 300.507
0.449658, 300.178
0.450635, 299.848
0.451613, 299.517
0.45259, 299.186
0.453568, 298.854
0.454545, 298.521
0.455523, 298.187
0.4565, 297.853
0.457478, 297.518
0.458456, 297.182
0.459433, 296.846
0.460411, 296.508
0.461388, 296.171
0.462366, 295.832
0.463343, 295.493
0.464321, 295.153
0.465298, 294.812
0.466276, 294.47
0.467253, 294.128
0.468231, 293.785
0.469208, 293.442
0.470186, 293.097
0.471163, 292.752
0.472141, 292.406
0.473118, 292.06
0.474096, 291.713
0.475073, 291.365
0.476051, 291.016
0.477028, 290.667
0.478006, 290.317
0.478983, 289.966
0.479961, 289.614
0.480938, 289.262
0.481916, 288.909
0.482893, 288.555
0.483871, 288.201
0.484848, 287.846
0.485826, 287.49
0.486804, 287.134
0.487781, 286.776
0.488759, 286.418
0.489736, 286.06
0.490714, 285.7
0.491691, 285.34
0.492669, 284.979
0.493646, 284.618
0.494624, 284.255
0.495601, 283.892
0.496579, 283.529
0.497556, 283.164
0.498534, 282.799
0.499511, 282.433
0.500489, 282.067
0.501466, 281.699
0.502444, 281.331
0.503421, 280.963
0.504399, 280.593
0.505376, 280.223
0.506354, 279.852
0.507331, 279.481
0.508309, 279.108
0.509286, 278.735
0.510264, 278.362
0.511241, 277.987
0.512219, 277.612
0.513196, 277.236
0.514174, 276.86
0.515152, 276.482
0.516129, 276.104
0.517107, 275.725
0.518084, 275.346
0.519062, 274.966
0.520039, 274.585
0.521017, 274.203
0.521994, 273.821
0.522972, 273.438
0.523949, 273.054
0.524927, 272.67
0.525904, 272.284
0.526882, 271.898
0.527859, 271.512
0.528837, 271.124
0.529814, 270.736
0.530792, 270.348
0.531769, 269.958
0.532747, 269.568
0.533724, 269.177
0.534702, 268.785
0.535679, 268.393
0.536657, 268
0.537634, 267.606
0.538612, 267.212
0.539589, 266.816
0.540567, 266.42
0.541544, 266.024
0.542522, 265.626
0.5435, 265.228
0.544477, 264.829
0.545455, 264.43
0.546432, 264.03
0.54741, 263.629
0.548387, 263.227
0.549365, 262.825
0.550342, 262.421
0.55132, 262.018
0.552297, 261.613
0.553275, 261.208
0.554252, 260.802
0.55523, 260.395
0.556207, 259.988
0.557185, 259.58
0.558162, 259.171
0.55914, 258.761
0.560117, 258.351
0.561095, 257.94
0.562072, 257.528
0.56305, 257.116
0.564027, 256.703
0.565005, 256.289
0.565982, 255.874
0.56696, 255.459
0.567937, 255.043
0.568915, 254.626
0.569892, 254.209
0.57087, 253.79
0.571848, 253.372
0.572825, 252.952
0.573803, 252.532
0.57478, 252.111
0.575758, 251.689
0.576735, 251.266
0.577713, 250.843
0.57869, 250.419
0.579668, 249.995
0.580645, 249.569
0.581623, 249.143
0.5826, 248.716
0.583578, 248.289
0.584555, 247.861
0.585533, 247.432
0.58651, 247.002
0.587488, 246.572
0.588465, 246.141
0.589443, 245.709
0.59042, 245.277
0.591398, 244.843
0.592375, 244.409
0.593353, 243.975
0.59433, 243.539
0.595308, 243.103
0.596285, 242.666
0.597263, 242.229
0.59824, 241.791
0.599218, 241.352
0.600196, 240.912
0.601173, 240.472
0.602151, 240.031
0.603128, 239.589
0.604106, 239.146
0.605083, 238.703
0.606061, 238.259
0.607038, 237.814
0.608016, 237.369
0.608993, 236.923
0.609971, 236.476
0.610948, 236.028
0.611926, 235.58
0.612903, 235.131
0.613881, 234.681
0.614858, 234.231
0.615836, 233.78
0.616813, 233.328
0.617791, 232.876
0.618768, 232.422
0.619746, 231.968
0.620723, 231.514
0.621701, 231.058
0.622678, 230.602
0.623656, 230.145
0.624633, 229.687
0.625611, 229.229
0.626588, 228.77
0.627566, 228.31
0.628543, 227.85
0.629521, 227.389
0.630499, 226.927
0.631476, 226.464
0.632454, 226.001
0.633431, 225.537
0.634409, 225.072
0.635386, 224.607
0.636364, 224.141
0.637341, 223.674
0.638319, 223.206
0.639296, 222.738
0.640274, 222.269
0.641251, 221.799
0.642229, 221.328
0.643206, 220.857
0.644184, 220.385
0.645161, 219.913
0.646139, 219.439
0.647116, 218.965
0.648094, 218.49
0.649071, 218.015
0.650049, 217.539
0.651026, 217.062
0.652004, 216.584
0.652981, 216.106
0.653959, 215.627
0.654936, 215.147
0.655914, 214.666
0.656891, 214.185
0.657869, 213.703
0.658847, 213.221
0.659824, 212.737
0.660802, 212.253
0.661779, 211.768
0.662757, 211.283
0.663734, 210.796
0.664712, 210.309
0.665689, 209.822
0.666667, 209.333
0.667644, 208.844
0.668622, 208.354
0.669599, 207.864
0.670577, 207.373
0.671554, 206.881
0.672532, 206.388
0.673509, 205.895
0.674487, 205.4
0.675464, 204.906
0.676442, 204.41
0.677419, 203.914
0.678397, 203.417
0.679374, 202.919
0.680352, 202.421
0.681329, 201.921
0.682307, 201.422
0.683284, 200.921
0.684262, 200.42
0.685239, 199.918
0.686217, 199.415
0.687195, 198.911
0.688172, 198.407
0.68915, 197.902
0.690127, 197.397
0.691105, 196.89
0.692082, 196.383
0.69306, 195.876
0.694037, 195.367
0.695015, 194.858
0.695992, 194.348
0.69697, 193.838
0.697947, 193.326
0.698925, 192.814
0.699902, 192.301
0.70088, 191.788
0.701857, 191.274
0.702835, 190.759
0.703812, 190.243
0.70479, 189.727
0.705767, 189.21
0.706745, 188.692
0.707722, 188.173
0.7087, 187.654
0.709677, 187.134
0.710655, 186.614
0.711632, 186.092
0.71261, 185.57
0.713587, 185.047
0.714565, 184.524
0.715543, 184
0.71652, 183.475
0.717498, 182.949
0.718475, 182.423
0.719453, 181.896
0.72043, 181.368
0.721408, 180.839
0.722385, 180.31
0.723363, 179.78
0.72434, 179.249
0.725318, 178.718
0.726295, 178.186
0.727273, 177.653
0.72825, 177.119
0.729228, 176.585
0.730205, 176.05
0.731183, 175.514
0.73216, 174.978
0.733138, 174.441
0.734115, 173.903
0.735093, 173.364
0.73607, 172.825
0.737048, 172.285
0.738025, 171.744
0.739003, 171.203
0.73998, 170.661
0.740958, 170.118
0.741935, 169.574
0.742913, 169.03
0.743891, 168.485
0.744868, 167.939
0.745846, 167.393
0.746823, 166.846
0.747801, 166.298
0.748778, 165.749
0.749756, 165.2
0.750733, 164.65
0.751711, 164.099
0.752688, 163.548
0.753666, 162.996
0.754643, 162.443
0.755621, 161.889
0.756598, 161.335
0.757576, 160.78
0.758553, 160.224
0.759531, 159.667
0.760508, 159.11
0.761486, 158.552
0.762463, 157.994
0.763441, 157.434
0.764418, 156.874
0.765396, 156.313
0.766373, 155.752
0.767351, 155.19
0.768328, 154.627
0.769306, 154.063
0.770283, 153.499
0.771261, 152.934
0.772239, 152.368
0.773216, 151.801
0.774194, 151.234
0.775171, 150.666
0.776149, 150.098
0.777126, 149.528
0.778104, 148.958
0.779081, 148.387
0.780059, 147.816
0.781036, 147.243
0.782014, 146.671
0.782991, 146.097
0.783969, 145.522
0.784946, 144.947
0.785924, 144.371
0.786901, 143.795
0.787879, 143.218
0.788856, 142.64
0.789834, 142.061
0.790811, 141.482
0.791789, 140.901
0.792766, 140.321
0.793744, 139.739
0.794721, 139.157
0.795699, 138.574
0.796676, 137.99
0.797654, 137.406
0.798631, 136.82
0.799609, 136.235
0.800587, 135.648
0.801564, 135.061
0.802542, 134.473
0.803519, 133.884
0.804497, 133.295
0.805474, 132.704
0.806452, 132.113
0.807429, 131.522
0.808407, 130.93
0.809384, 130.337
0.810362, 129.743
0.811339, 129.148
0.812317, 128.553
0.813294, 127.957
0.814272, 127.361
0.815249, 126.763
0.816227, 126.165
0.817204, 125.566
0.818182, 124.967
0.819159, 124.367
0.820137, 123.766
0.821114, 123.164
0.822092, 122.562
0.823069, 121.959
0.824047, 121.355
0.825024, 120.751
0.826002, 120.145
0.826979, 119.539
0.827957, 118.933
0.828935, 118.325
0.829912, 117.717
0.83089, 117.108
0.831867, 116.499
0.832845, 115.889
0.833822, 115.278
0.8348, 114.666
0.835777, 114.054
0.836755, 113.441
0.837732, 112.827
0.83871, 112.212
0.839687, 111.597
0.840665, 110.981
0.841642, 110.364
0.84262, 109.747
0.843597, 109.129
0.844575, 108.51
0.845552, 107.891
0.84653, 107.27
0.847507, 106.649
0.848485, 106.028
0.849462, 105.405
0.85044, 104.782
0.851417, 104.158
0.852395, 103.534
0.853372, 102.908
0.85435, 102.282
0.855327, 101.656
0.856305, 101.028
0.857283, 100.4
0.85826, 99.7712
0.859238, 99.1416
0.860215, 98.5113
0.861193, 97.8803
0.86217, 97.2486
0.863148, 96.6161
0.864125, 95.9829
0.865103, 95.3491
0.86608, 94.7145
0.867058, 94.0791
0.868035, 93.4431
0.869013, 92.8064
0.86999, 92.1689
0.870968, 91.5307
0.871945, 90.8918
0.872923, 90.2522
0.8739, 89.6119
0.874878, 88.9708
0.875855, 88.3291
0.876833, 87.6866
0.87781, 87.0434
0.878788, 86.3995
0.879765, 85.7548
0.880743, 85.1095
0.88172, 84.4634
0.882698, 83.8166
0.883675, 83.1691
0.884653, 82.5209
0.88563, 81.872
0.886608, 81.2224
0.887586, 80.572
0.888563, 79.9209
0.889541, 79.2691
0.890518, 78.6166
0.891496, 77.9634
0.892473, 77.3094
0.893451, 76.6548
0.894428, 75.9994
0.895406, 75.3433
0.896383, 74.6865
0.897361, 74.0289
0.898338, 73.3707
0.899316, 72.7117
0.900293, 72.052
0.901271, 71.3916
0.902248, 70.7305
0.903226, 70.0687
0.904203, 69.4061
0.905181, 68.7429
0.906158, 68.0789
0.907136, 67.4142
0.908113, 66.7488
0.909091, 66.0827
0.910068, 65.4158
0.911046, 64.7483
0.912023, 64.08
0.913001, 63.411
0.913978, 62.7413
0.914956, 62.0708
0.915934, 61.3997
0.916911, 60.7278
0.917889, 60.0552
0.918866, 59.3819
0.919844, 58.7079
0.920821, 58.0332
0.921799, 57.3577
0.922776, 56.6816
0.923754, 56.0047
0.924731, 55.3271
0.925709, 54.6488
0.926686, 53.9698
0.927664, 53.29
0.928641, 52.6095
0.929619, 51.9284
0.930596, 51.2465
0.931574, 50.5639
0.932551, 49.8805
0.933529, 49.1965
0.934506, 48.5117
0.935484, 47.8262
0.936461, 47.14
0.937439, 46.4531
0.938416, 45.7655
0.939394, 45.0771
0.940371, 44.3881
0.941349, 43.6983
0.942326, 43.0078
0.943304, 42.3166
0.944282, 41.6247
0.945259, 40.932
0.946237, 40.2387
0.947214, 39.5446
0.948192, 38.8498
0.949169, 38.1543
0.950147, 37.458
0.951124, 36.7611
0.952102, 36.0634
0.953079, 35.365
0.954057, 34.6659
0.955034, 33.9661
0.956012, 33.2656
0.956989, 32.5644
0.957967, 31.8624
0.958944, 31.1597
0.959922, 30.4563
0.960899, 29.7522
0.961877, 29.0474
0.962854, 28.3418
0.963832, 27.6356
0.964809, 26.9286
0.965787, 26.2209
0.966764, 25.5125
0.967742, 24.8033
0.968719, 24.0935
0.969697, 23.3829
0.970674, 22.6716
0.971652, 21.9596
0.97263, 21.2469
0.973607, 20.5335
0.974585, 19.8194
0.975562, 19.1045
0.97654, 18.3889
0.977517, 17.6726
0.978495, 16.9556
0.979472, 16.2379
0.98045, 15.5194
0.981427, 14.8003
0.982405, 14.0804
0.983382, 13.3598
0.98436, 12.6385
0.985337, 11.9164
0.986315, 11.1937
0.987292, 10.4702
0.98827, 9.74606
0.989247, 9.02116
0.990225, 8.29555
0.991202, 7.56922
0.99218, 6.84217
0.993157, 6.11441
0.994135, 5.38593
0.995112, 4.65673
0.99609, 3.92682
0.997067, 3.19619
0.998045, 2.46484
0.999022, 1.73278
1, 1
