r,T
0.335288, 222.896
0.336266, 222.731
0.337243, 222.567
0.338221, 222.402
0.339198, 222.236
0.340176, 222.07
0.341153, 221.904
0.342131, 221.737
0.343109, 221.569
0.344086, 221.401
0.345064, 221.233
0.346041, 221.064
0.347019, 220.895
0.347996, 220.725
0.348974, 220.554
0.349951, 220.384
0.350929, 220.212
0.351906, 220.041
0.352884, 219.868
0.353861, 219.696
0.354839, 219.522
0.355816, 219.349
0.356794, 219.175
0.357771, 219
0.358749, 218.825
0.359726, 218.649
0.360704, 218.473
0.361681, 218.297
0.362659, 218.12
0.363636, 217.942
0.364614, 217.764
0.365591, 217.586
0.366569, 217.407
0.367546, 217.228
0.368524, 217.048
0.369501, 216.867
0.370479, 216.686
0.371457, 216.505
0.372434, 216.323
0.373412, 216.141
0.374389, 215.958
0.375367, 215.775
0.376344, 215.591
0.377322, 215.407
0.378299, 215.223
0.379277, 215.037
0.380254, 214.852
0.381232, 214.666
0.382209, 214.479
0.383187, 214.292
0.384164, 214.105
0.385142, 213.917
0.386119, 213.728
0.387097, 213.539
0.388074, 213.35
0.389052, 213.16
0.390029, 212.969
0.391007, 212.779
0.391984, 212.587
0.392962, 212.395
0.393939, 212.203
0.394917, 212.01
0.395894, 211.817
0.396872, 211.623
0.397849, 211.429
0.398827, 211.234
0.399804, 211.039
0.400782, 210.844
0.40176, 210.647
0.402737, 210.451
0.403715, 210.254
0.404692, 210.056
0.40567, 209.858
0.406647, 209.66
0.407625, 209.461
0.408602, 209.261
0.40958, 209.061
0.410557, 208.861
0.411535, 208.66
0.412512, 208.459
0.41349, 208.257
0.414467, 208.054
0.415445, 207.852
0.416422, 207.648
0.4174, 207.444
0.418377, 207.24
0.419355, 207.035
0.420332, 206.83
0.42131, 206.625
0.422287, 206.418
0.423265, 206.212
0.424242, 206.005
0.42522, 205.797
0.426197, 205.589
0.427175, 205.38
0.428152, 205.171
0.42913, 204.962
0.430108, 204.752
0.431085, 204.542
0.432063, 204.331
0.43304, 204.119
0.434018, 203.907
0.434995, 203.695
0.435973, 203.482
0.43695, 203.269
0.437928, 203.055
0.438905, 202.841
0.439883, 202.626
0.44086, 202.411
0.441838, 202.195
0.442815, 201.979
0.443793, 201.762
0.44477, 201.545
0.445748, 201.327
0.446725, 201.109
0.447703, 200.891
0.44868, 200.672
0.449658, 200.452
0.450635, 200.232
0.451613, 200.012
0.45259, 199.791
0.453568, 199.569
0.454545, 199.347
0.455523, 199.125
0.4565, 198.902
0.457478, 198.679
0.458456, 198.455
0.459433, 198.23
0.460411, 198.006
0.461388, 197.78
0.462366, 197.555
0.463343, 197.328
0.464321, 197.102
0.465298, 196.875
0.466276, 196.647
0.467253, 196.419
0.468231, 196.19
0.469208, 195.961
0.470186, 195.731
0.471163, 195.501
0.472141, 195.271
0.473118, 195.04
0.474096, 194.808
0.475073, 194.576
0.476051, 194.344
0.477028, 194.111
0.478006, 193.878
0.478983, 193.644
0.479961, 193.409
0.480938, 193.175
0.481916, 192.939
0.482893, 192.704
0.483871, 192.467
0.484848, 192.231
0.485826, 191.993
0.486804, 191.756
0.487781, 191.518
0.488759, 191.279
0.489736, 191.04
0.490714, 190.8
0.491691, 190.56
0.492669, 190.319
0.493646, 190.078
0.494624, 189.837
0.495601, 189.595
0.496579, 189.352
0.497556, 189.11
0.498534, 188.866
0.499511, 188.622
0.500489, 188.378
0.501466, 188.133
0.502444, 187.888
0.503421, 187.642
0.504399, 187.396
0.505376, 187.149
0.506354, 186.902
0.507331, 186.654
0.508309, 186.406
0.509286, 186.157
0.510264, 185.908
0.511241, 185.658
0.512219, 185.408
0.513196, 185.157
0.514174, 184.906
0.515152, 184.655
0.516129, 184.403
0.517107, 184.15
0.518084, 183.897
0.519062, 183.644
0.520039, 183.39
0.521017, 183.135
0.521994, 182.881
0.522972, 182.625
0.523949, 182.369
0.524927, 182.113
0.525904, 181.856
0.526882, 181.599
0.527859, 181.341
0.528837, 181.083
0.529814, 180.824
0.530792, 180.565
0.531769, 180.305
0.532747, 180.045
0.533724, 179.785
0.534702, 179.524
0.535679, 179.262
0.536657, 179
0.537634, 178.737
0.538612, 178.474
0.539589, 178.211
0.540567, 177.947
0.541544, 177.682
0.542522, 177.418
0.5435, 177.152
0.544477, 176.886
0.545455, 176.62
0.546432, 176.353
0.54741, 176.086
0.548387, 175.818
0.549365, 175.55
0.550342, 175.281
0.55132, 175.012
0.552297, 174.742
0.553275, 174.472
0.554252, 174.201
0.55523, 173.93
0.556207, 173.658
0.557185, 173.386
0.558162, 173.114
0.55914, 172.841
0.560117, 172.567
0.561095, 172.293
0.562072, 172.019
0.56305, 171.744
0.564027, 171.468
0.565005, 171.192
0.565982, 170.916
0.56696, 170.639
0.567937, 170.362
0.568915, 170.084
0.569892, 169.806
0.57087, 169.527
0.571848, 169.248
0.572825, 168.968
0.573803, 168.688
0.57478, 168.407
0.575758, 168.126
0.576735, 167.844
0.577713, 167.562
0.57869, 167.279
0.579668, 166.996
0.580645, 166.713
0.581623, 166.429
0.5826, 166.144
0.583578, 165.859
0.584555, 165.574
0.585533, 165.288
0.58651, 165.001
0.587488, 164.715
0.588465, 164.427
0.589443, 164.139
0.59042, 163.851
0.591398, 163.562
0.592375, 163.273
0.593353, 162.983
0.59433, 162.693
0.595308, 162.402
0.596285, 162.111
0.597263, 161.819
0.59824, 161.527
0.599218, 161.235
0.600196, 160.941
0.601173, 160.648
0.602151, 160.354
0.603128, 160.059
0.604106, 159.764
0.605083, 159.469
0.606061, 159.173
0.607038, 158.876
0.608016, 158.579
0.608993, 158.282
0.609971, 157.984
0.610948, 157.686
0.611926, 157.387
0.612903, 157.087
0.613881, 156.788
0.614858, 156.487
0.615836, 156.187
0.616813, 155.885
0.617791, 155.584
0.618768, 155.281
0.619746, 154.979
0.620723, 154.676
0.621701, 154.372
0.622678, 154.068
0.623656, 153.763
0.624633, 153.458
0.625611, 153.153
0.626588, 152.847
0.627566, 152.54
0.628543, 152.233
0.629521, 151.926
0.630499, 151.618
0.631476, 151.31
0.632454, 151.001
0.633431, 150.691
0.634409, 150.381
0.635386, 150.071
0.636364, 149.76
0.637341, 149.449
0.638319, 149.137
0.639296, 148.825
0.640274, 148.512
0.641251, 148.199
0.642229, 147.886
0.643206, 147.571
0.644184, 147.257
0.645161, 146.942
0.646139, 146.626
0.647116, 146.31
0.648094, 145.994
0.649071, 145.677
0.650049, 145.359
0.651026, 145.041
0.652004, 144.723
0.652981, 144.404
0.653959, 144.084
0.654936, 143.765
0.655914, 143.444
0.656891, 143.123
0.657869, 142.802
0.658847, 142.48
0.659824, 142.158
0.660802, 141.835
0.661779, 141.512
0.662757, 141.188
0.663734, 140.864
0.664712, 140.54
0.665689, 140.215
0.666667, 139.889
0.667644, 139.563
0.668622, 139.236
0.669599, 138.909
0.670577, 138.582
0.671554, 138.254
0.672532, 137.925
0.673509, 137.596
0.674487, 137.267
0.675464, 136.937
0.676442, 136.607
0.677419, 136.276
0.678397, 135.944
0.679374, 135.613
0.680352, 135.28
0.681329, 134.948
0.682307, 134.614
0.683284, 134.281
0.684262, 133.946
0.685239, 133.612
0.686217, 133.277
0.687195, 132.941
0.688172, 132.605
0.68915, 132.268
0.690127, 131.931
0.691105, 131.594
0.692082, 131.256
0.69306, 130.917
0.694037, 130.578
0.695015, 130.239
0.695992, 129.899
0.69697, 129.558
0.697947, 129.217
0.698925, 128.876
0.699902, 128.534
0.70088, 128.192
0.701857, 127.849
0.702835, 127.506
0.703812, 127.162
0.70479, 126.818
0.705767, 126.473
0.706745, 126.128
0.707722, 125.782
0.7087, 125.436
0.709677, 125.09
0.710655, 124.742
0.711632, 124.395
0.71261, 124.047
0.713587, 123.698
0.714565, 123.349
0.715543, 123
0.71652, 122.65
0.717498, 122.299
0.718475, 121.948
0.719453, 121.597
0.72043, 121.245
0.721408, 120.893
0.722385, 120.54
0.723363, 120.187
0.72434, 119.833
0.725318, 119.479
0.726295, 119.124
0.727273, 118.769
0.72825, 118.413
0.729228, 118.057
0.730205, 117.7
0.731183, 117.343
0.73216, 116.985
0.733138, 116.627
0.734115, 116.269
0.735093, 115.91
0.73607, 115.55
0.737048, 115.19
0.738025, 114.83
0.739003, 114.469
0.73998, 114.107
0.740958, 113.745
0.741935, 113.383
0.742913, 113.02
0.743891, 112.657
0.744868, 112.293
0.745846, 111.929
0.746823, 111.564
0.747801, 111.199
0.748778, 110.833
0.749756, 110.467
0.750733, 110.1
0.751711, 109.733
0.752688, 109.365
0.753666, 108.997
0.754643, 108.628
0.755621, 108.259
0.756598, 107.89
0.757576, 107.52
0.758553, 107.149
0.759531, 106.778
0.760508, 106.407
0.761486, 106.035
0.762463, 105.662
0.763441, 105.29
0.764418, 104.916
0.765396, 104.542
0.766373, 104.168
0.767351, 103.793
0.768328, 103.418
0.769306, 103.042
0.770283, 102.666
0.771261, 102.289
0.772239, 101.912
0.773216, 101.534
0.774194, 101.156
0.775171, 100.777
0.776149, 100.398
0.777126, 100.019
0.778104, 99.6387
0.779081, 99.2582
0.780059, 98.8772
0.781036, 98.4957
0.782014, 98.1137
0.782991, 97.7312
0.783969, 97.3483
0.784946, 96.9649
0.785924, 96.581
0.786901, 96.1966
0.787879, 95.8118
0.788856, 95.4265
0.789834, 95.0407
0.790811, 94.6544
0.791789, 94.2676
0.792766, 93.8804
0.793744, 93.4927
0.794721, 93.1045
0.795699, 92.7158
0.796676, 92.3267
0.797654, 91.9371
0.798631, 91.547
0.799609, 91.1564
0.800587, 90.7653
0.801564, 90.3738
0.802542, 89.9818
0.803519, 89.5893
0.804497, 89.1963
0.805474, 88.8029
0.806452, 88.409
0.807429, 88.0146
0.808407, 87.6197
0.809384, 87.2243
0.810362, 86.8285
0.811339, 86.4322
0.812317, 86.0354
0.813294, 85.6381
0.814272, 85.2404
0.815249, 84.8422
0.816227, 84.4435
0.817204, 84.0443
0.818182, 83.6447
0.819159, 83.2445
0.820137, 82.8439
0.821114, 82.4428
0.822092, 82.0413
0.823069, 81.6392
0.824047, 81.2367
0.825024, 80.8337
0.826002, 80.4302
0.826979, 80.0263
0.827957, 79.6218
0.828935, 79.2169
0.829912, 78.8115
0.83089, 78.4057
0.831867, 77.9993
0.832845, 77.5925
0.833822, 77.1852
0.8348, 76.7774
0.835777, 76.3692
0.836755, 75.9604
0.837732, 75.5512
0.83871, 75.1415
0.839687, 74.7314
0.840665, 74.3207
0.841642, 73.9096
0.84262, 73.498
0.843597, 73.0859
0.844575, 72.6734
0.845552, 72.2603
0.84653, 71.8468
0.847507, 71.4329
0.848485, 71.0184
0.849462, 70.6034
0.85044, 70.188
0.851417, 69.7721
0.852395, 69.3557
0.853372, 68.9389
0.85435, 68.5216
0.855327, 68.1037
0.856305, 67.6855
0.857283, 67.2667
0.85826, 66.8475
0.859238, 66.4277
0.860215, 66.0075
0.861193, 65.5869
0.86217, 65.1657
0.863148, 64.7441
0.864125, 64.322
0.865103, 63.8994
0.86608, 63.4763
0.867058, 63.0528
0.868035, 62.6287
0.869013, 62.2042
0.86999, 61.7793
0.870968, 61.3538
0.871945, 60.9279
0.872923, 60.5015
0.8739, 60.0746
0.874878, 59.6472
0.875855, 59.2194
0.876833, 58.7911
0.87781, 58.3623
0.878788, 57.933
0.879765, 57.5032
0.880743, 57.073
0.88172, 56.6423
0.882698, 56.2111
0.883675, 55.7794
0.884653, 55.3473
0.88563, 54.9147
0.886608, 54.4816
0.887586, 54.048
0.888563, 53.6139
0.889541, 53.1794
0.890518, 52.7444
0.891496, 52.3089
0.892473, 51.8729
0.893451, 51.4365
0.894428, 50.9996
0.895406, 50.5622
0.896383, 50.1243
0.897361, 49.686
0.898338, 49.2471
0.899316, 48.8078
0.900293, 48.368
0.901271, 47.9278
0.902248, 47.487
0.903226, 47.0458
0.904203, 46.6041
0.905181, 46.1619
0.906158, 45.7193
0.907136, 45.2761
0.908113, 44.8325
0.909091, 44.3884
0.910068, 43.9439
0.911046, 43.4988
0.912023, 43.0533
0.913001, 42.6073
0.913978, 42.1608
0.914956, 41.7139
0.915934, 41.2665
0.916911, 40.8185
0.917889, 40.3702
0.918866, 39.9213
0.919844, 39.4719
0.920821, 39.0221
0.921799, 38.5718
0.922776, 38.1211
0.923754, 37.6698
0.924731, 37.2181
0.925709, 36.7659
0.926686, 36.3132
0.927664, 35.86
0.928641, 35.4064
0.929619, 34.9522
0.930596, 34.4976
0.931574, 34.0426
0.932551, 33.587
0.933529, 33.131
0.934506, 32.6745
0.935484, 32.2175
0.936461, 31.76
0.937439, 31.3021
0.938416, 30.8437
0.939394, 30.3848
0.940371, 29.9254
0.941349, 29.4655
0.942326, 29.0052
0.943304, 28.5444
0.944282, 28.0831
0.945259, 27.6213
0.946237, 27.1591
0.947214, 26.6964
0.948192, 26.2332
0.949169, 25.7695
0.950147, 25.3054
0.951124, 24.8407
0.952102, 24.3756
0.953079, 23.91
0.954057, 23.444
0.955034, 22.9774
0.956012, 22.5104
0.956989, 22.0429
0.957967, 21.5749
0.958944, 21.1065
0.959922, 20.6375
0.960899, 20.1681
0.961877, 19.6982
0.962854, 19.2279
0.963832, 18.757
0.964809, 18.2857
0.965787, 17.8139
0.966764, 17.3416
0.967742, 16.8689
0.968719, 16.3957
0.969697, 15.922
0.970674, 15.4478
0.971652, 14.9731
0.97263, 14.498
0.973607, 14.0223
0.974585, 13.5462
0.975562, 13.0697
0.97654, 12.5926
0.977517, 12.1151
0.978495, 11.6371
0.979472, 11.1586
0.98045, 10.6796
0.981427, 10.2002
0.982405, 9.72026
0.983382, 9.23986
0.98436, 8.75898
0.985337, 8.27763
0.986315, 7.7958
0.987292, 7.31349
0.98827, 6.8307
0.989247, 6.34744
0.990225, 5.8637
0.991202, 5.37948
0.99218, 4.89478
0.993157, 4.40961
0.994135, 3.92395
0.995112, 3.43782
0.99609, 2.95121
0.997067, 2.46413
0.998045, 1.97656
0.999022, 1.48852
1, 1
